name,category,price,label,rating,description,details,stock,sold_stock,discount,charms,jewel_set_products,created_at,is_charm_spreadable
Seraphine Gate Ring,ring,72200,silver,5,"[Perawatan Produk]
1. Penyimpanan : Simpan di tempat yang kering, dan lembut untuk menghindari goresan.
2. Perawatan : Kurangi atau hindari terkena parfum, lotion dan zat kimia lainnya supaya menjaga ketahanan lapisan emas dari waktu ke waktu.

Cincin  Seraphine Gate Sparklore hadir dengan 2 pilihan warna yaitu silver dan gołd, dan denga desain elegan terbuat dari titanium anti karat yang tahan air dan tidak meninggalkan noda hijau di kulit. Cincin ini aman untuk kulit sensitif, bebas alergi, dan nyaman dipakai setiap hari tanpa risiko iritasi. Ideal untuk dipakai sehari-hari dan sesuai dengan tampilan old money.

Why Sparklore?
- Menggunakan bahan 100% Stainless Steel & Titanium
- Tidak berkarat dan tidak menghitam
- Aman untuk kulit sensitif atau alergi
- Tidak meninggalkan bekas hijau di tangan
- Cocok dipakai sehari-hari, termasuk saat terkena air
- Warna tahan lama dan tidak mudah pudar","[Detail Produk]
Nama Produk : Sparklore Seraphine Gate Silver & Gold Rings - Cincin Seraphine Gate Silver & Gold Sparklore
Bahan Silver : Stainless Steel
Bahan Gold : Stainless Steel Gold Plated 18k (Berlapis Emas 18k)
Size Cincin : Free Size - Tidak ada ukuran karena Adjustable (Bisa disesuaikan dengan ukuran jari masing-masing)",20,0,0,FALSE,,,
Seraphine Gate Ring,ring,81225,gold,5,"[Perawatan Produk]
1. Penyimpanan : Simpan di tempat yang kering, dan lembut untuk menghindari goresan.
2. Perawatan : Kurangi atau hindari terkena parfum, lotion dan zat kimia lainnya supaya menjaga ketahanan lapisan emas dari waktu ke waktu.

Cincin  Seraphine Gate Sparklore hadir dengan 2 pilihan warna yaitu silver dan gołd, dan denga desain elegan terbuat dari titanium anti karat yang tahan air dan tidak meninggalkan noda hijau di kulit. Cincin ini aman untuk kulit sensitif, bebas alergi, dan nyaman dipakai setiap hari tanpa risiko iritasi. Ideal untuk dipakai sehari-hari dan sesuai dengan tampilan old money.

Why Sparklore?
- Menggunakan bahan 100% Stainless Steel & Titanium
- Tidak berkarat dan tidak menghitam
- Aman untuk kulit sensitif atau alergi
- Tidak meninggalkan bekas hijau di tangan
- Cocok dipakai sehari-hari, termasuk saat terkena air
- Warna tahan lama dan tidak mudah pudar","[Detail Produk]
Nama Produk : Sparklore Seraphine Gate Silver & Gold Rings - Cincin Seraphine Gate Silver & Gold Sparklore
Bahan Silver : Stainless Steel
Bahan Gold : Stainless Steel Gold Plated 18k (Berlapis Emas 18k)
Size Cincin : Free Size - Tidak ada ukuran karena Adjustable (Bisa disesuaikan dengan ukuran jari masing-masing)",20,0,0,FALSE,,,
Timeless Circle Rings,ring,45125,silver,5,"[Perawatan Produk]
1. Penyimpanan : Simpan di tempat yang kering, dan lembut untuk menghindari goresan.
2. Perawatan : Kurangi atau hindari terkena parfum, lotion dan zat kimia lainnya supaya menjaga ketahanan lapisan emas dari waktu ke waktu. 

Cincin Timeless Circle Sparklore hadir dengan 2 pilihan warna yaitu silver dan gołd, dan denga desain elegan terbuat dari titanium anti karat yang tahan air dan tidak meninggalkan noda hijau di kulit. Cincin ini aman untuk kulit sensitif, bebas alergi, dan nyaman dipakai setiap hari tanpa risiko iritasi. Ideal untuk dipakai sehari-hari dan sesuai dengan tampilan y2k. Super minimalist sehingga dapat dipadupadankan dengan berbagai macam aksesoris dan style.

Why Sparklore?
- Menggunakan bahan 100% Stainless Steel & Titanium
- Tidak berkarat dan tidak menghitam
- Aman untuk kulit sensitif atau alergi
- Tidak meninggalkan bekas hijau di tangan
- Cocok dipakai sehari-hari, termasuk saat terkena air
- Warna tahan lama dan tidak mudah pudar","[Detail Produk]
Nama Produk : Sparklore Timeless Circle Silver & Gold Rings - Cincin Timeless Circle Silver & Gold Sparklore
Bahan Silver :  Stainless Steel
Size Cincin : Free Size - Tidak ada ukuran karena Adjustable (Bisa disesuaikan dengan ukuran jari masing-masing)",20,0,0,FALSE,,,
Timeless Circle Rings,ring,54150,gold,5,"[Perawatan Produk]
1. Penyimpanan : Simpan di tempat yang kering, dan lembut untuk menghindari goresan.
2. Perawatan : Kurangi atau hindari terkena parfum, lotion dan zat kimia lainnya supaya menjaga ketahanan lapisan emas dari waktu ke waktu. 

Cincin Timeless Circle Sparklore hadir dengan 2 pilihan warna yaitu silver dan gołd, dan denga desain elegan terbuat dari titanium anti karat yang tahan air dan tidak meninggalkan noda hijau di kulit. Cincin ini aman untuk kulit sensitif, bebas alergi, dan nyaman dipakai setiap hari tanpa risiko iritasi. Ideal untuk dipakai sehari-hari dan sesuai dengan tampilan y2k. Super minimalist sehingga dapat dipadupadankan dengan berbagai macam aksesoris dan style.

Why Sparklore?
- Menggunakan bahan 100% Stainless Steel & Titanium
- Tidak berkarat dan tidak menghitam
- Aman untuk kulit sensitif atau alergi
- Tidak meninggalkan bekas hijau di tangan
- Cocok dipakai sehari-hari, termasuk saat terkena air
- Warna tahan lama dan tidak mudah pudar","[Detail Produk]
Nama Produk : Sparklore Timeless Circle Silver & Gold Rings - Cincin Timeless Circle Silver & Gold Sparklore
Bahan Gold : Stainless Steel Gold Plated 18k (Berlapis Emas 18k)
Size Cincin : Free Size - Tidak ada ukuran karena Adjustable (Bisa disesuaikan dengan ukuran jari masing-masing)",20,0,0,FALSE,,,
Black Marble Ring,ring,90250,gold,5,"[Perawatan Produk]
1. Penyimpanan : Simpan di tempat yang kering, dan lembut untuk menghindari goresan.
2. Perawatan : Kurangi atau hindari terkena parfum, lotion dan zat kimia lainnya supaya menjaga ketahanan lapisan emas dari waktu ke waktu.

Cincin Black Marble Sparklore dengan desain elegan dari titanium anti karat yang tahan air dan tidak meninggalkan noda hijau di kulit. Dibalut emas 18k, cincin ini aman untuk kulit sensitif, bebas alergi, dan nyaman digunakan sehari-hari tanpa risiko iritasi. Cocok digunakan untuk kegiatan sehari-hari maupun acara formal.

Why Sparklore?
- Menggunakan bahan 100% Stainless Steel & Titanium
- Tidak berkarat dan tidak menghitam
- Aman untuk kulit sensitif atau alergi
- Tidak meninggalkan bekas hijau di tangan
- Cocok dipakai sehari-hari, termasuk saat terkena air
- Warna tahan lama dan tidak mudah pudar","[Detail Produk]
Nama Produk : Sparklore Black Marble Ring - Cincin Black Marble Sparklore
Bahan : Titanium Lapis Emas 18k (Waterproof, Anti karat & Anti Menghitam)
Ukuran Produk : Adjustable / Bisa disesuaikan sendiri sesuai ukuran jari",20,0,0,FALSE,,,
Classic Chain Rings,ring,63175,gold,5,"[Perawatan Produk]
1. Penyimpanan : Simpan di tempat yang kering, dan lembut untuk menghindari goresan.
2. Perawatan : Kurangi atau hindari terkena parfum, lotion dan zat kimia lainnya supaya menjaga ketahanan lapisan emas dari waktu ke waktu.

Cincin  Classic Chain Sparklore hadir dengan 2 pilihan warna yaitu silver dan gołd, dan denga desain elegan terbuat dari titanium anti karat yang tahan air dan tidak meninggalkan noda hijau di kulit. Cincin ini aman untuk kulit sensitif, bebas alergi, dan nyaman dipakai setiap hari tanpa risiko iritasi. Ideal untuk dipakai sehari-hari dan sesuai dengan tampilan elegan. Super minimalist sehingga dapat dipadupadankan dengan berbagai macam aksesoris dan style.

Why Sparklore?
- Menggunakan bahan 100% Stainless Steel & Titanium
- Tidak berkarat dan tidak menghitam
- Aman untuk kulit sensitif atau alergi
- Tidak meninggalkan bekas hijau di tangan
- Cocok dipakai sehari-hari, termasuk saat terkena air
- Warna tahan lama dan tidak mudah pudar","[Detail Produk]

Nama Produk : Sparklore Classic Chain Silver & Gold Rings - Cincin Classic Chain Silver & Gold Sparklore
Bahan Gold : Stainless Steel Gold Plated 18k (Berlapis Emas 18k)
Size Cincin : Free Size - Tidak ada ukuran karena Adjustable (Bisa disesuaikan dengan ukuran jari masing-masing)",20,0,0,FALSE,,,
Classic Chain Rings,ring,51300,silver,5,"[Perawatan Produk]
1. Penyimpanan : Simpan di tempat yang kering, dan lembut untuk menghindari goresan.
2. Perawatan : Kurangi atau hindari terkena parfum, lotion dan zat kimia lainnya supaya menjaga ketahanan lapisan emas dari waktu ke waktu.

Cincin  Classic Chain Sparklore hadir dengan 2 pilihan warna yaitu silver dan gołd, dan denga desain elegan terbuat dari titanium anti karat yang tahan air dan tidak meninggalkan noda hijau di kulit. Cincin ini aman untuk kulit sensitif, bebas alergi, dan nyaman dipakai setiap hari tanpa risiko iritasi. Ideal untuk dipakai sehari-hari dan sesuai dengan tampilan elegan. Super minimalist sehingga dapat dipadupadankan dengan berbagai macam aksesoris dan style.

Why Sparklore?
- Menggunakan bahan 100% Stainless Steel & Titanium
- Tidak berkarat dan tidak menghitam
- Aman untuk kulit sensitif atau alergi
- Tidak meninggalkan bekas hijau di tangan
- Cocok dipakai sehari-hari, termasuk saat terkena air
- Warna tahan lama dan tidak mudah pudar","[Detail Produk]

Nama Produk : Sparklore Classic Chain Silver & Gold Rings - Cincin Classic Chain Silver & Gold Sparklore
Bahan Silver : Stainless Steel
Size Cincin : Free Size - Tidak ada ukuran karena Adjustable (Bisa disesuaikan dengan ukuran jari masing-masing)",20,0,0,FALSE,,,
Ribboni Rings,ring,81225,silver,5,"[Perawatan Produk]
1. Penyimpanan : Simpan di tempat yang kering, dan lembut untuk menghindari goresan.
2. Perawatan : Kurangi atau hindari terkena parfum, lotion dan zat kimia lainnya supaya menjaga ketahanan lapisan emas dari waktu ke waktu.

Cincin Ribboni Sparklore hadir dengan 2 pilihan warna yaitu silver dan gołd, dan denga desain elegan terbuat dari titanium anti karat yang tahan air dan tidak meninggalkan noda hijau di kulit. Cincin ini aman untuk kulit sensitif, bebas alergi, dan nyaman dipakai setiap hari tanpa risiko iritasi. Ideal untuk dipakai sehari-hari dan sesuai dengan tampilan elegan. Desain pita yang unik dan spesial membuat penampilan mu semakin pop up dan spesial.

Why Sparklore?
- Menggunakan bahan 100% Stainless Steel & Titanium
- Tidak berkarat dan tidak menghitam
- Aman untuk kulit sensitif atau alergi
- Tidak meninggalkan bekas hijau di tangan
- Cocok dipakai sehari-hari, termasuk saat terkena air
- Warna tahan lama dan tidak mudah pudar","[Detail Produk]
Nama Produk : Sparklore Ribboni Ring Silver & Gold Rings - Cincin Ribboni Silver & Gold Sparklore
Bahan Silver : Stainless Steel
Size Cincin : Free Size - Tidak ada ukuran karena Adjustable (Bisa disesuaikan dengan ukuran jari masing-masing)",20,0,0,FALSE,,,
Ribboni Rings,ring,94999.05,gold,5,"[Perawatan Produk]
1. Penyimpanan : Simpan di tempat yang kering, dan lembut untuk menghindari goresan.
2. Perawatan : Kurangi atau hindari terkena parfum, lotion dan zat kimia lainnya supaya menjaga ketahanan lapisan emas dari waktu ke waktu.

Cincin Ribboni Sparklore hadir dengan 2 pilihan warna yaitu silver dan gołd, dan denga desain elegan terbuat dari titanium anti karat yang tahan air dan tidak meninggalkan noda hijau di kulit. Cincin ini aman untuk kulit sensitif, bebas alergi, dan nyaman dipakai setiap hari tanpa risiko iritasi. Ideal untuk dipakai sehari-hari dan sesuai dengan tampilan elegan. Desain pita yang unik dan spesial membuat penampilan mu semakin pop up dan spesial.

Why Sparklore?
- Menggunakan bahan 100% Stainless Steel & Titanium
- Tidak berkarat dan tidak menghitam
- Aman untuk kulit sensitif atau alergi
- Tidak meninggalkan bekas hijau di tangan
- Cocok dipakai sehari-hari, termasuk saat terkena air
- Warna tahan lama dan tidak mudah pudar","[Detail Produk]
Nama Produk : Sparklore Ribboni Ring Silver & Gold Rings - Cincin Ribboni Silver & Gold Sparklore
Bahan Gold : Stainless Steel Gold Plated 18k (Berlapis Emas 18k)
Size Cincin : Free Size - Tidak ada ukuran karena Adjustable (Bisa disesuaikan dengan ukuran jari masing-masing)",20,0,0,FALSE,,,
Eterna Elegance Ring,ring,104499.05,gold,5,"[Perawatan Produk]
1. Penyimpanan : Simpan di tempat yang kering, dan lembut untuk menghindari goresan.
2. Perawatan : Kurangi atau hindari terkena parfum, lotion dan zat kimia lainnya supaya menjaga ketahanan lapisan emas dari waktu ke waktu. 

Cincin Eterna Elegance Sparklore dengan desain elegan dari titanium anti karat yang tahan air dan tidak meninggalkan noda hijau di kulit. Dibalut emas 18k, anting ini aman untuk kulit sensitif, bebas alergi, dan nyaman digunakan sehari-hari tanpa risiko iritasi. Cocok digunakan untuk kegiatan sehari-hari maupun acara formal.

Why Sparklore?
- Menggunakan bahan 100% Stainless Steel & Titanium
- Tidak berkarat dan tidak menghitam
- Aman untuk kulit sensitif atau alergi
- Tidak meninggalkan bekas hijau di tangan
- Cocok dipakai sehari-hari, termasuk saat terkena air
- Warna tahan lama dan tidak mudah pudar","[Detail Produk]
Nama Produk : Sparklore Eterna Elegance  Ring - Cincin Eterna Elegance  Sparklore
Bahan :  Titanium Lapis Emas 18k  (Waterproof, Anti karat & Anti Menghitam)
Ukuran Produk : Adjustable / Bisa disesuaikan sendiri sesuai ukuran jari",20,0,0,FALSE,,,
Timeless Artisan Rings,ring,45125,silver,5,"[Perawatan Produk]
1. Penyimpanan : Simpan di tempat yang kering, dan lembut untuk menghindari goresan.
2. Perawatan : Kurangi atau hindari terkena parfum, lotion dan zat kimia lainnya supaya menjaga ketahanan lapisan emas dari waktu ke waktu. 

Cincin Timeless Artisan Sparklore hadir dengan 2 pilihan warna yaitu silver dan gołd, dan denga desain elegan terbuat dari titanium anti karat yang tahan air dan tidak meninggalkan noda hijau di kulit. Cincin ini aman untuk kulit sensitif, bebas alergi, dan nyaman dipakai setiap hari tanpa risiko iritasi. Ideal untuk dipakai sehari-hari dan sesuai dengan tampilan y2k. 

Why Sparklore?
- Menggunakan bahan 100% Stainless Steel & Titanium
- Tidak berkarat dan tidak menghitam
- Aman untuk kulit sensitif atau alergi
- Tidak meninggalkan bekas hijau di tangan
- Cocok dipakai sehari-hari, termasuk saat terkena air
- Warna tahan lama dan tidak mudah pudar","[Detail Produk]
Nama Produk : Sparklore Timeless Artisan Silver & Gold Rings - Cincin Timeless Artisan Silver & Gold Sparklore
Bahan Silver :  Stainless Steel
Size Cincin : Free Size - Tidak ada ukuran karena Adjustable (Bisa disesuaikan dengan ukuran jari masing-masing)",20,0,0,FALSE,,,
Timeless Artisan Rings,ring,54150,gold,5,"[Perawatan Produk]
1. Penyimpanan : Simpan di tempat yang kering, dan lembut untuk menghindari goresan.
2. Perawatan : Kurangi atau hindari terkena parfum, lotion dan zat kimia lainnya supaya menjaga ketahanan lapisan emas dari waktu ke waktu. 

Cincin Timeless Artisan Sparklore hadir dengan 2 pilihan warna yaitu silver dan gołd, dan denga desain elegan terbuat dari titanium anti karat yang tahan air dan tidak meninggalkan noda hijau di kulit. Cincin ini aman untuk kulit sensitif, bebas alergi, dan nyaman dipakai setiap hari tanpa risiko iritasi. Ideal untuk dipakai sehari-hari dan sesuai dengan tampilan y2k. 

Why Sparklore?
- Menggunakan bahan 100% Stainless Steel & Titanium
- Tidak berkarat dan tidak menghitam
- Aman untuk kulit sensitif atau alergi
- Tidak meninggalkan bekas hijau di tangan
- Cocok dipakai sehari-hari, termasuk saat terkena air
- Warna tahan lama dan tidak mudah pudar","[Detail Produk]
Nama Produk : Sparklore Timeless Artisan Silver & Gold Rings - Cincin Timeless Artisan Silver & Gold Sparklore
Bahan Gold : Stainless Steel Gold Plated 18k (Berlapis Emas 18k)
Size Cincin : Free Size - Tidak ada ukuran karena Adjustable (Bisa disesuaikan dengan ukuran jari masing-masing)",20,0,0,FALSE,,,
Leafia Ring,ring,81225,gold,5,"[Perawatan Produk]
1. Penyimpanan : Simpan di tempat yang kering, dan lembut untuk menghindari goresan.
2. Perawatan : Kurangi atau hindari terkena parfum, lotion dan zat kimia lainnya supaya menjaga ketahanan lapisan emas dari waktu ke waktu.

Cincin Leafia Sparklore dengan desain elegan dari titanium anti karat yang tahan air dan tidak meninggalkan noda hijau di kulit. Dibalut emas 18k, cincin ini aman untuk kulit sensitif, bebas alergi, dan nyaman digunakan sehari-hari tanpa risiko iritasi. Cocok digunakan untuk kegiatan sehari-hari maupun acara formal.

Why Sparklore?
- Menggunakan bahan 100% Stainless Steel & Titanium
- Tidak berkarat dan tidak menghitam
- Aman untuk kulit sensitif atau alergi
- Tidak meninggalkan bekas hijau di tangan
- Cocok dipakai sehari-hari, termasuk saat terkena air
- Warna tahan lama dan tidak mudah pudar","[Detail Produk]
Nama Produk : Sparklore Leafia Ring - Cincin Leafia Sparklore
Bahan : Titanium Lapis Emas 18k (Waterproof, Anti karat & Anti Menghitam)
Ukuran Produk : Adjustable / Bisa disesuaikan sendiri sesuai ukuran jari",20,0,0,FALSE,,,
Golden Blossom Ring,ring,92055,gold,5,"[Perawatan Produk]
1. Penyimpanan : Simpan di tempat yang kering, dan lembut untuk menghindari goresan.
2. Perawatan : Kurangi atau hindari terkena parfum, lotion dan zat kimia lainnya supaya menjaga ketahanan lapisan emas dari waktu ke waktu. 

Cincin Golden Blossom Sparklore dengan desain elegan dari titanium anti karat yang tahan air dan tidak meninggalkan noda hijau di kulit. Dibalut emas 18k, anting ini aman untuk kulit sensitif, bebas alergi, dan nyaman digunakan sehari-hari tanpa risiko iritasi. Desain bunga yang unik dan elegan membuat penampilanmu semakin manis.

Why Sparklore?
- Menggunakan bahan 100% Stainless Steel & Titanium
- Tidak berkarat dan tidak menghitam
- Aman untuk kulit sensitif atau alergi
- Tidak meninggalkan bekas hijau di tangan
- Cocok dipakai sehari-hari, termasuk saat terkena air
- Warna tahan lama dan tidak mudah pudar","[Detail Produk]
Nama Produk : Sparklore Golden Blossom Ring - Cincin Golden Blossom Sparklore
Bahan :  Titanium Lapis Emas 18k  (Waterproof, Anti karat & Anti Menghitam)
Ukuran Produk : Adjustable / Bisa disesuaikan sendiri sesuai ukuran jari",20,0,0,FALSE,,,
Elipse Duo Rings ,ring,72200,silver,5,"[Perawatan Produk]
1. Penyimpanan : Simpan di tempat yang kering, dan lembut untuk menghindari goresan.
2. Perawatan : Kurangi atau hindari terkena parfum, lotion dan zat kimia lainnya supaya menjaga ketahanan lapisan emas dari waktu ke waktu.

Cincin Ellipse Duo Sparklore hadir dengan 2 pilihan warna yaitu silver dan gołd, dan denga desain elegan terbuat dari titanium anti karat yang tahan air dan tidak meninggalkan noda hijau di kulit. Cincin ini aman untuk kulit sensitif, bebas alergi, dan nyaman dipakai setiap hari tanpa risiko iritasi. Ideal untuk dipakai sehari-hari dan sesuai dengan tampilan y2k.

Why Sparklore?
- Menggunakan bahan 100% Stainless Steel & Titanium
- Tidak berkarat dan tidak menghitam
- Aman untuk kulit sensitif atau alergi
- Tidak meninggalkan bekas hijau di tangan
- Cocok dipakai sehari-hari, termasuk saat terkena air
- Warna tahan lama dan tidak mudah pudar","[Detail Produk]
Nama Produk : Sparklore Ellipse Duo Silver & Gold Rings - Cincin Ellipse Duo Silver & Gold Sparklore
Bahan Silver : Stainless Steel
Size Cincin : Free Size - Tidak ada ukuran karena Adjustable (Bisa disesuaikan dengan ukuran jari masing-masing)
",20,0,0,FALSE,,,
Elipse Duo Rings ,ring,81225,gold,5,"[Perawatan Produk]
1. Penyimpanan : Simpan di tempat yang kering, dan lembut untuk menghindari goresan.
2. Perawatan : Kurangi atau hindari terkena parfum, lotion dan zat kimia lainnya supaya menjaga ketahanan lapisan emas dari waktu ke waktu.

Cincin Ellipse Duo Sparklore hadir dengan 2 pilihan warna yaitu silver dan gołd, dan denga desain elegan terbuat dari titanium anti karat yang tahan air dan tidak meninggalkan noda hijau di kulit. Cincin ini aman untuk kulit sensitif, bebas alergi, dan nyaman dipakai setiap hari tanpa risiko iritasi. Ideal untuk dipakai sehari-hari dan sesuai dengan tampilan y2k.

Why Sparklore?
- Menggunakan bahan 100% Stainless Steel & Titanium
- Tidak berkarat dan tidak menghitam
- Aman untuk kulit sensitif atau alergi
- Tidak meninggalkan bekas hijau di tangan
- Cocok dipakai sehari-hari, termasuk saat terkena air
- Warna tahan lama dan tidak mudah pudar","[Detail Produk]
Nama Produk : Sparklore Ellipse Duo Silver & Gold Rings - Cincin Ellipse Duo Silver & Gold Sparklore
Bahan Gold : Stainless Steel Gold Plated 18k (Berlapis Emas 18k)
Size Cincin : Free Size - Tidak ada ukuran karena Adjustable (Bisa disesuaikan dengan ukuran jari masing-masing)
",20,0,0,FALSE,,,
Duora Artisan Ring,ring,72200,silver,5,"[Perawatan Produk]
1. Penyimpanan : Simpan di tempat yang kering, dan lembut untuk menghindari goresan.
2. Perawatan : Kurangi atau hindari terkena parfum, lotion dan zat kimia lainnya supaya menjaga ketahanan dari waktu ke waktu. 

Cincin Duora Artisan Sparklore dengan desain unik dan modern dari Stainless Steel anti karat yang tahan air dan tidak meninggalkan noda hijau di kulit. Cincin ini aman untuk kulit sensitif, bebas alergi, dan nyaman digunakan sehari-hari tanpa risiko iritasi. Cocok digunakan sehari-hari maupun untuk acara formal,  menambahkan sentuhan elegan pada penampilanmu. Desain yang trendy membuat kesan stylish dan cool.

Why Sparklore?
- Menggunakan bahan 100% Stainless Steel & Titanium
- Tidak berkarat dan tidak menghitam
- Aman untuk kulit sensitif atau alergi
- Tidak meninggalkan bekas hijau di tangan
- Cocok dipakai sehari-hari, termasuk saat terkena air
- Warna tahan lama dan tidak mudah pudar","[Detail Produk]
Nama Produk : Sparklore Duora Artisan Ring - Cincin Duora Artisan Sparklore
Bahan :  Stainless Steel Silver (Waterproof, Anti karat & Anti Menghitam)
Ukuran Produk : Adjustable / Bisa disesuaikan sendiri sesuai ukuran jari",20,0,0,FALSE,,,
Crown Love Ring,ring,54150,silver,5,"[Perawatan Produk]
1. Penyimpanan : Simpan di tempat yang kering, dan lembut untuk menghindari goresan.
2. Perawatan : Kurangi atau hindari terkena parfum, lotion dan zat kimia lainnya supaya menjaga ketahanan dari waktu ke waktu. 

Cincin Crown Love Sparklore dengan desain unik dan modern dari Stainless Steel anti karat yang tahan air dan tidak meninggalkan noda hijau di kulit. Cincin ini aman untuk kulit sensitif, bebas alergi, dan nyaman digunakan sehari-hari tanpa risiko iritasi. Cocok digunakan sehari-hari maupun untuk acara formal,  menambahkan sentuhan elegan pada penampilanmu.

Why Sparklore?
- Menggunakan bahan 100% Stainless Steel & Titanium
- Tidak berkarat dan tidak menghitam
- Aman untuk kulit sensitif atau alergi
- Tidak meninggalkan bekas hijau di tangan
- Cocok dipakai sehari-hari, termasuk saat terkena air
- Warna tahan lama dan tidak mudah pudar","[Detail Produk]
Nama Produk : Sparklore Crown Love Ring - Cincin Crown Love Sparklore
Bahan :  Stainless Steel Silver (Waterproof, Anti karat & Anti Menghitam)
Ukuran Produk : Adjustable / Bisa disesuaikan sendiri sesuai ukuran jari",20,0,0,FALSE,,,
Can Artisan Ring,ring,81225,silver,5,"[Perawatan Produk]
1. Penyimpanan : Simpan di tempat yang kering, dan lembut untuk menghindari goresan.
2. Perawatan : Kurangi atau hindari terkena parfum, lotion dan zat kimia lainnya supaya menjaga ketahanan dari waktu ke waktu. 

Cincin  Can Artisan Sparklore dengan desain unik dan modern dari Stainless Steel anti karat yang tahan air dan tidak meninggalkan noda hijau di kulit. Cincin ini aman untuk kulit sensitif, bebas alergi, dan nyaman digunakan sehari-hari tanpa risiko iritasi. Cocok digunakan sehari-hari. Desain yang trendy dan unik membuat kesan stylish dan cool. Dapat digunakan untuk laki-laki dan perempuan.

Why Sparklore?
- Menggunakan bahan 100% Stainless Steel & Titanium
- Tidak berkarat dan tidak menghitam
- Aman untuk kulit sensitif atau alergi
- Tidak meninggalkan bekas hijau di tangan
- Cocok dipakai sehari-hari, termasuk saat terkena air
- Warna tahan lama dan tidak mudah pudar","[Detail Produk]
Nama Produk : Sparklore  Can Artisan Ring - Cincin  Can Artisan Sparklore
Bahan :  Stainless Steel Silver (Waterproof, Anti karat & Anti Menghitam)
Ukuran Produk : Adjustable / Bisa disesuaikan sendiri sesuai ukuran jari",20,0,0,FALSE,,,
White Love Ring,ring,90250,gold,5,"[Perawatan Produk]
1. Penyimpanan : Simpan di tempat yang kering, dan lembut untuk menghindari goresan.
2. Perawatan : Kurangi atau hindari terkena parfum, lotion dan zat kimia lainnya supaya menjaga ketahanan lapisan emas dari waktu ke waktu.

Cincin White Love Sparklore dengan desain elegan dari titanium anti karat yang tahan air dan tidak meninggalkan noda hijau di kulit. Dibalut emas 18k, cincin ini aman untuk kulit sensitif, bebas alergi, dan nyaman digunakan sehari-hari tanpa risiko iritasi. Cocok digunakan untuk kegiatan sehari-hari maupun acara formal.

Why Sparklore?
- Menggunakan bahan 100% Stainless Steel & Titanium
- Tidak berkarat dan tidak menghitam
- Aman untuk kulit sensitif atau alergi
- Tidak meninggalkan bekas hijau di tangan
- Cocok dipakai sehari-hari, termasuk saat terkena air
- Warna tahan lama dan tidak mudah pudar","[Detail Produk]
Nama Produk : Sparklore White Love Ring - Cincin White Love Sparklore
Bahan : Titanium Lapis Emas 18k (Waterproof, Anti karat & Anti Menghitam)
Ukuran Produk : Adjustable / Bisa disesuaikan sendiri sesuai ukuran jari",20,0,0,FALSE,,,
Ovara Rings,ring,81225,gold,5,"[Perawatan Produk]
1. Penyimpanan : Simpan di tempat yang kering, dan lembut untuk menghindari goresan.
2. Perawatan : Kurangi atau hindari terkena parfum, lotion dan zat kimia lainnya supaya menjaga ketahanan lapisan emas dari waktu ke waktu.

Cincin Ovara Sparklore hadir dengan 2 pilihan warna yaitu silver dan gołd, dan denga desain elegan terbuat dari titanium anti karat yang tahan air dan tidak meninggalkan noda hijau di kulit. Cincin ini aman untuk kulit sensitif, bebas alergi, dan nyaman dipakai setiap hari tanpa risiko iritasi. Ideal untuk dipakai sehari-hari dan sesuai dengan tampilan elegan. Super minimalist sehingga dapat dipadupadankan dengan berbagai macam aksesoris dan style.

Why Sparklore?
- Menggunakan bahan 100% Stainless Steel & Titanium
- Tidak berkarat dan tidak menghitam
- Aman untuk kulit sensitif atau alergi
- Tidak meninggalkan bekas hijau di tangan
- Cocok dipakai sehari-hari, termasuk saat terkena air
- Warna tahan lama dan tidak mudah pudar","[Detail Produk]
Nama Produk : Sparklore Ovara Ring Silver & Gold Rings - Cincin Ovara Silver & Gold Sparklore
Bahan Gold : Stainless Steel Gold Plated 18k (Berlapis Emas 18k)
Size Cincin : Free Size - Tidak ada ukuran karena Adjustable (Bisa disesuaikan dengan ukuran jari masing-masing)",20,0,0,FALSE,,,
Ovara Rings,ring,72200,silver,5,"[Perawatan Produk]
1. Penyimpanan : Simpan di tempat yang kering, dan lembut untuk menghindari goresan.
2. Perawatan : Kurangi atau hindari terkena parfum, lotion dan zat kimia lainnya supaya menjaga ketahanan lapisan emas dari waktu ke waktu.

Cincin Ovara Sparklore hadir dengan 2 pilihan warna yaitu silver dan gołd, dan denga desain elegan terbuat dari titanium anti karat yang tahan air dan tidak meninggalkan noda hijau di kulit. Cincin ini aman untuk kulit sensitif, bebas alergi, dan nyaman dipakai setiap hari tanpa risiko iritasi. Ideal untuk dipakai sehari-hari dan sesuai dengan tampilan elegan. Super minimalist sehingga dapat dipadupadankan dengan berbagai macam aksesoris dan style.

Why Sparklore?
- Menggunakan bahan 100% Stainless Steel & Titanium
- Tidak berkarat dan tidak menghitam
- Aman untuk kulit sensitif atau alergi
- Tidak meninggalkan bekas hijau di tangan
- Cocok dipakai sehari-hari, termasuk saat terkena air
- Warna tahan lama dan tidak mudah pudar","[Detail Produk]
Nama Produk : Sparklore Ovara Ring Silver & Gold Rings - Cincin Ovara Silver & Gold Sparklore
Bahan Silver : Stainless Steel
Size Cincin : Free Size - Tidak ada ukuran karena Adjustable (Bisa disesuaikan dengan ukuran jari masing-masing)",20,0,0,FALSE,,,
