name,category,price,label,rating,description,details,stock,sold_stock,discount,charms,jewel_set_products,created_at,is_charm_spreadable
Ovela Pin Gold Bracelet Titanium DIY Charm,bracelet,172899.05,gold,5,"CLASSIC CHAIN BRACELET SILVER COLLECTION 

[Product Description]
Gelang Classic Sparklore dirancang untuk penggunaan sehari-hari maupun acara formal, dengan design chain/ rantai yang modern dan elegan, akan membuat penampilanmu menjadi lebih classy. Desain yang simple membuat kamu juga dapat dengan mudah memadupadankan kalung ini dengan kalung lainnya. Charm dapat dipasang dan dilepas dengan mudah, memungkinkan penyesuaian gaya sesuai kegiatan. Elegan dan fleksibel, sempurna untuk sentuhan personal pada setiap penampilan.

*Kami menyediakan 2 pilihan rantai variasi Classic Shimmer & Classic Serpent . Anda bisa memilih jenis rantai/ chain yang lebih cocok dengan style Anda*

[Product Care]
1. Penyimpanan: Simpan di tempat kering yang dilapisi bahan lembut untuk mencegah goresan.
2. Perawatan : Kurangi atau hindari terkena parfum, lotion dan zat kimia lainnya supaya menjaga ketahanan  dari waktu ke waktu. 

Why Sparklore?
- Menggunakan bahan 100% Stainless Steel. & Titanium
- Tidak berkarat dan tidak menghitam.
- Aman untuk kulit sensitif atau alergi. 
- Tidak meninggalkan bekas hijau di tangan
- Cocok dipakai sehari-hari, termasuk saat terkena air.
- Warna tahan lama dan tidak mudah pudar. 
","[Product Detail]
- Bahan: Titanium (Waterproof, Anti karat & Anti Menghitam)
- Ukuran/Panjang Rantai/Gelang: 14+5 cm
- Berat: ≈4g

[Paket Hemat] Harga sudah termasuk:  
- 1 pc rantai Gelang Classic (14+5 cm)
- 1 / 2 / 3 /4 /5 pcs charms (bisa dipilih)",20,0,0,TRUE,,,
Ovela Loop Gold Bracelet Titanium DIY Charm,bracelet,172899.05,gold,5,"CLASSIC CHAIN BRACELET SILVER COLLECTION 

[Product Description]
Gelang Classic Sparklore dirancang untuk penggunaan sehari-hari maupun acara formal, dengan design chain/ rantai yang modern dan elegan, akan membuat penampilanmu menjadi lebih classy. Desain yang simple membuat kamu juga dapat dengan mudah memadupadankan kalung ini dengan kalung lainnya. Charm dapat dipasang dan dilepas dengan mudah, memungkinkan penyesuaian gaya sesuai kegiatan. Elegan dan fleksibel, sempurna untuk sentuhan personal pada setiap penampilan.

*Kami menyediakan 2 pilihan rantai variasi Classic Shimmer & Classic Serpent . Anda bisa memilih jenis rantai/ chain yang lebih cocok dengan style Anda*

[Product Care]
1. Penyimpanan: Simpan di tempat kering yang dilapisi bahan lembut untuk mencegah goresan.
2. Perawatan : Kurangi atau hindari terkena parfum, lotion dan zat kimia lainnya supaya menjaga ketahanan  dari waktu ke waktu. 

Why Sparklore?
- Menggunakan bahan 100% Stainless Steel. & Titanium
- Tidak berkarat dan tidak menghitam.
- Aman untuk kulit sensitif atau alergi. 
- Tidak meninggalkan bekas hijau di tangan
- Cocok dipakai sehari-hari, termasuk saat terkena air.
- Warna tahan lama dan tidak mudah pudar. 
","[Product Detail]
- Bahan: Titanium (Waterproof, Anti karat & Anti Menghitam)
- Ukuran/Panjang Rantai/Gelang: 14+5 cm
- Berat: ≈4g

[Paket Hemat] Harga sudah termasuk:  
- 1 pc rantai Gelang Classic (14+5 cm)
- 1 / 2 / 3 /4 /5 pcs charms (bisa dipilih)",20,0,0,TRUE,,,
Ovela Kofe Gold Bracelet Titanium DIY Charm,bracelet,172899.05,gold,5,"CLASSIC CHAIN BRACELET SILVER COLLECTION 

[Product Description]
Gelang Classic Sparklore dirancang untuk penggunaan sehari-hari maupun acara formal, dengan design chain/ rantai yang modern dan elegan, akan membuat penampilanmu menjadi lebih classy. Desain yang simple membuat kamu juga dapat dengan mudah memadupadankan kalung ini dengan kalung lainnya. Charm dapat dipasang dan dilepas dengan mudah, memungkinkan penyesuaian gaya sesuai kegiatan. Elegan dan fleksibel, sempurna untuk sentuhan personal pada setiap penampilan.

*Kami menyediakan 2 pilihan rantai variasi Classic Shimmer & Classic Serpent . Anda bisa memilih jenis rantai/ chain yang lebih cocok dengan style Anda*

[Product Care]
1. Penyimpanan: Simpan di tempat kering yang dilapisi bahan lembut untuk mencegah goresan.
2. Perawatan : Kurangi atau hindari terkena parfum, lotion dan zat kimia lainnya supaya menjaga ketahanan  dari waktu ke waktu. 

Why Sparklore?
- Menggunakan bahan 100% Stainless Steel. & Titanium
- Tidak berkarat dan tidak menghitam.
- Aman untuk kulit sensitif atau alergi. 
- Tidak meninggalkan bekas hijau di tangan
- Cocok dipakai sehari-hari, termasuk saat terkena air.
- Warna tahan lama dan tidak mudah pudar. 
","[Product Detail]
- Bahan: Titanium (Waterproof, Anti karat & Anti Menghitam)
- Ukuran/Panjang Rantai/Gelang: 14+5 cm
- Berat: ≈4g

[Paket Hemat] Harga sudah termasuk:  
- 1 pc rantai Gelang Classic (14+5 cm)
- 1 / 2 / 3 /4 /5 pcs charms (bisa dipilih)",20,0,0,TRUE,,,
Luna Serut Bracelet DIY,bracelet,63175,silver,5,"LUNA SERUT CHAIN COLLECTION 

[Product Description]
Gelang Luna Sparklore dirancang untuk penggunaan sehari-hari maupun acara formal, dengan lingkaran tengah yang memudahkan kamu menambahkan charm pilihan sesuai kepribadian. Charm dapat dipasang dan dilepas dengan mudah, memungkinkan penyesuaian gaya sesuai kegiatan. Elegan dan fleksibel, sempurna untuk sentuhan personal pada setiap penampilan.

[Product Care]
1. Penyimpanan: Simpan di tempat kering yang dilapisi bahan lembut untuk mencegah goresan.
2. Perawatan : Kurangi atau hindari terkena parfum, lotion dan zat kimia lainnya supaya menjaga ketahanan lapisan emas dari waktu ke waktu. 

Why Sparklore?
- Menggunakan bahan 100% Stainless Steel. & Titanium
- Tidak berkarat dan tidak menghitam.
- Aman untuk kulit sensitif atau alergi. 
- Tidak meninggalkan bekas hijau di tangan
- Cocok dipakai sehari-hari, termasuk saat terkena air.
- Warna tahan lama dan tidak mudah pudar. ","[Product Detail]
- Bahan: Titanium dilapisi emas 18K  (Waterproof, Anti karat & Anti Menghitam)
- Ukuran/Panjang Rantai/Gelang: Gelang Serut, dapat di adjust. Maksimal 23cm
- Berat: ≈4g

[Paket Hemat] Harga sudah termasuk:  
- 1 pc rantai gelang luna serum
- 1 / 2 / 3/ 4/ 5  pcs charms (bisa dipilih)",20,0,0,TRUE,,,
Luna Serut Bracelet DIY,bracelet,70300,gold,5,"LUNA SERUT CHAIN COLLECTION 

[Product Description]
Gelang Luna Sparklore dirancang untuk penggunaan sehari-hari maupun acara formal, dengan lingkaran tengah yang memudahkan kamu menambahkan charm pilihan sesuai kepribadian. Charm dapat dipasang dan dilepas dengan mudah, memungkinkan penyesuaian gaya sesuai kegiatan. Elegan dan fleksibel, sempurna untuk sentuhan personal pada setiap penampilan.

[Product Care]
1. Penyimpanan: Simpan di tempat kering yang dilapisi bahan lembut untuk mencegah goresan.
2. Perawatan : Kurangi atau hindari terkena parfum, lotion dan zat kimia lainnya supaya menjaga ketahanan lapisan emas dari waktu ke waktu. 

Why Sparklore?
- Menggunakan bahan 100% Stainless Steel. & Titanium
- Tidak berkarat dan tidak menghitam.
- Aman untuk kulit sensitif atau alergi. 
- Tidak meninggalkan bekas hijau di tangan
- Cocok dipakai sehari-hari, termasuk saat terkena air.
- Warna tahan lama dan tidak mudah pudar. ","[Product Detail]
- Bahan: Titanium dilapisi emas 18K  (Waterproof, Anti karat & Anti Menghitam)
- Ukuran/Panjang Rantai/Gelang: Gelang Serut, dapat di adjust. Maksimal 23cm
- Berat: ≈4g

[Paket Hemat] Harga sudah termasuk:  
- 1 pc rantai gelang luna serum
- 1 / 2 / 3/ 4/ 5  pcs charms (bisa dipilih)",20,0,0,TRUE,,,
Mini Luna Custom Bracelet DIY,bracelet,80750,silver ,5,"Sparklore Charm Link Bracelet
*SPECIAL SPARKLORE DESIGN*
*LIMITED EDITION*

[Product Description]

Rantai Sparklore Mini Luna dirancang untuk penggunaan sehari-hari maupun acara formal, dengan buletan kecil yang dapat dibuka sehingga kamu bisa menambahkan charm apasaja dan darimanasaja yang kamu inginkan. Charm dapat dipasang dan dilepas dengan mudah, memungkinkan penyesuaian charm sesuai kegiatan. Elegan dan fleksibel, sempurna untuk sentuhan personal pada setiap penampilan.

*Kami menyediakan 2 pilihan warna; Gołd & Silver*

[Product Care]
1. Penyimpanan: Simpan di tempat kering yang dilapisi bahan lembut untuk mencegah goresan.
2. Perawatan : Kurangi atau hindari terkena parfum, lotion dan zat kimia lainnya supaya menjaga ketahanan lapisan emas dari waktu ke waktu.

Why Sparklore?
- Menggunakan bahan 100% Stainless Steel. & Titanium
- Tidak berkarat dan tidak menghitam.
- Aman untuk kulit sensitif atau alergi.
- Tidak meninggalkan bekas hijau di tangan
- Cocok dipakai sehari-hari, termasuk saat terkena air.
- Warna tahan lama dan tidak mudah pudar.","[Product Details]
- Bahan Gold: Titanium dilapisi emas 18K (Waterproof, Anti karat & Anti Menghitam)
- Bahan Silver : Titanium (Waterproof, Anti karat & Anti Menghitam)
- Ukuran/Panjang Rantai/Gelang: Gelang serut Adjustable, bisa hingga 24 cm
- Berat: ≈5g

[Paket Hemat] Harga sudah termasuk:
- 1 pc Rantai Gelang Mini Luna
- 1/ 2 pcs charms (bisa dipilih)

*TIDAK DISARANKAN LEBIH DARI 2 CHARM KARENA UKURAN MINI LUNA KECIL*",20,0,0,TRUE,,,
Mini Luna Custom Bracelet DIY,bracelet,90250,gold,5,"Sparklore Charm Link Bracelet
*SPECIAL SPARKLORE DESIGN*
*LIMITED EDITION*

[Product Description]

Rantai Sparklore Mini Luna dirancang untuk penggunaan sehari-hari maupun acara formal, dengan buletan kecil yang dapat dibuka sehingga kamu bisa menambahkan charm apasaja dan darimanasaja yang kamu inginkan. Charm dapat dipasang dan dilepas dengan mudah, memungkinkan penyesuaian charm sesuai kegiatan. Elegan dan fleksibel, sempurna untuk sentuhan personal pada setiap penampilan.

*Kami menyediakan 2 pilihan warna; Gołd & Silver*

[Product Care]
1. Penyimpanan: Simpan di tempat kering yang dilapisi bahan lembut untuk mencegah goresan.
2. Perawatan : Kurangi atau hindari terkena parfum, lotion dan zat kimia lainnya supaya menjaga ketahanan lapisan emas dari waktu ke waktu.

Why Sparklore?
- Menggunakan bahan 100% Stainless Steel. & Titanium
- Tidak berkarat dan tidak menghitam.
- Aman untuk kulit sensitif atau alergi.
- Tidak meninggalkan bekas hijau di tangan
- Cocok dipakai sehari-hari, termasuk saat terkena air.
- Warna tahan lama dan tidak mudah pudar.","[Product Details]
- Bahan Gold: Titanium dilapisi emas 18K (Waterproof, Anti karat & Anti Menghitam)
- Bahan Silver : Titanium (Waterproof, Anti karat & Anti Menghitam)
- Ukuran/Panjang Rantai/Gelang: Gelang serut Adjustable, bisa hingga 24 cm
- Berat: ≈5g

[Paket Hemat] Harga sudah termasuk:
- 1 pc Rantai Gelang Mini Luna
- 1/ 2 pcs charms (bisa dipilih)

*TIDAK DISARANKAN LEBIH DARI 2 CHARM KARENA UKURAN MINI LUNA KECIL*",20,0,0,TRUE,,,
Aira Bracelet Rose Gold,bracelet,132999.05,rose_gold,5,"[Perawatan Produk]
1. Penyimpanan : Simpan di tempat yang kering, dan lembut untuk menghindari goresan.
2. Perawatan : Kurangi atau hindari terkena parfum, lotion dan zat kimia lainnya supaya menjaga ketahanan lapisan emas dari waktu ke waktu. 

Gelang tangan Aira menghadirkan keanggunan dengan desain simple yang dapat digunakan sehari-hari. Terbuat dari titanium anti karat, tahan air, dan tidak meninggalkan noda hijau pada kulit. Dibalut dengan emas 18K, aman untuk kulit sensitif, bebas alergi, dan nyaman dipakai sehari-hari. Cocok untuk menambah pesona elegan dalam setiap aktivitas.

Why Sparklore?
- Menggunakan bahan 100% Stainless Steel & Titanium
- Tidak berkarat dan tidak menghitam
- Aman untuk kulit sensitif atau alergi
- Tidak meninggalkan bekas hijau di tangan
- Cocok dipakai sehari-hari, termasuk saat terkena air
- Warna tahan lama dan tidak mudah pudar","Introducing the Sparklore Aira Bracelet, SImple & Elegant

[Detail Produk]
Nama Produk : Sparklore Aira Bracelet - Gelang Aira Rose Gold Serut  Sparklore (Waterproof, Anti karat & Anti Menghitam)
Bahan : Titanium
Ukuran Produk/ Panjang Gelang : Gelang seut adjustable up to 22 cm",20,0,0,FALSE,,,
Bling Clip Bracelet Zircon Silver,bracelet,94999.05,silver,5,"[Perawatan Produk]
1. Penyimpanan : Simpan di tempat yang kering, dan lembut untuk menghindari goresan.
2. Perawatan : Kurangi atau hindari terkena parfum, lotion dan zat kimia lainnya supaya menjaga ketahanan lapisan emas dari waktu ke waktu.

Gelang Bling Clip menghadirkan kalung trendy model paperclip dengan sentuhan batu zircon yang membuat gelang ini trendy tapi tetap elegan. Terbuat dari titanium anti karat, tahan air, dan tidak meninggalkan noda hijau pada kulit. Dibalut dengan emas 18K, aman untuk kulit sensitif, bebas alergi, dan nyaman dipakai sehari-hari. Cocok untuk menambah pesona elegan dalam setiap aktivitas.

Why Sparklore?
- Menggunakan bahan 100% Stainless Steel & Titanium
- Tidak berkarat dan tidak menghitam
- Aman untuk kulit sensitif atau alergi
- Tidak meninggalkan bekas hijau di tangan
- Cocok dipakai sehari-hari, termasuk saat terkena air
- Warna tahan lama dan tidak mudah pudar","Introducing the Sparklore Bling Clip Bracelet, Simple, Trendy yet Classy

[Detail Produk]
Nama Produk : Sparklore Bling Clip Bracelet - Gelang Bling Clip Zircon Sparklore (Waterproof, Anti karat & Anti Menghitam)

Bahan :
Gold : Batu Zircon & Titanium Lapis Emasi 18k - Gold Plated 18k
Silver : Batu Zircon & Titanium
Ukuran Produk/ Panjang Gelang : 16 + 4 cm

[Paket Hemat] Harga sudah termasuk:
- 1 pc rantai gelang
- 1 / 2 / 3 pcs charms (bisa dipilih)",20,0,0,TRUE,,,
Bling Clip Bracelet Zircon Gold,bracelet,104499.05,gold ,5,"[Perawatan Produk]
1. Penyimpanan : Simpan di tempat yang kering, dan lembut untuk menghindari goresan.
2. Perawatan : Kurangi atau hindari terkena parfum, lotion dan zat kimia lainnya supaya menjaga ketahanan lapisan emas dari waktu ke waktu.

Gelang Bling Clip menghadirkan kalung trendy model paperclip dengan sentuhan batu zircon yang membuat gelang ini trendy tapi tetap elegan. Terbuat dari titanium anti karat, tahan air, dan tidak meninggalkan noda hijau pada kulit. Dibalut dengan emas 18K, aman untuk kulit sensitif, bebas alergi, dan nyaman dipakai sehari-hari. Cocok untuk menambah pesona elegan dalam setiap aktivitas.

Why Sparklore?
- Menggunakan bahan 100% Stainless Steel & Titanium
- Tidak berkarat dan tidak menghitam
- Aman untuk kulit sensitif atau alergi
- Tidak meninggalkan bekas hijau di tangan
- Cocok dipakai sehari-hari, termasuk saat terkena air
- Warna tahan lama dan tidak mudah pudar","Introducing the Sparklore Bling Clip Bracelet, Simple, Trendy yet Classy

[Detail Produk]
Nama Produk : Sparklore Bling Clip Bracelet - Gelang Bling Clip Zircon Sparklore (Waterproof, Anti karat & Anti Menghitam)

Bahan :
Gold : Batu Zircon & Titanium Lapis Emasi 18k - Gold Plated 18k
Silver : Batu Zircon & Titanium
Ukuran Produk/ Panjang Gelang : 16 + 4 cm

[Paket Hemat] Harga sudah termasuk:
- 1 pc rantai gelang
- 1 / 2 / 3 pcs charms (bisa dipilih)",20,0,0,TRUE,,,
Bling Pin Bracelet Zircon Silver,bracelet,118749.05,silver,5,"[Perawatan Produk]
1. Penyimpanan : Simpan di tempat yang kering, dan lembut untuk menghindari goresan.
2. Perawatan : Kurangi atau hindari terkena parfum, lotion dan zat kimia lainnya supaya menjaga ketahanan lapisan emas dari waktu ke waktu. 

Gelang tangan Bling Pin menghadirkan keanggunan dengan batu zircon yang mengelilingi setengah gelang dan ditambah rantai pin yang membuat gelang ini classy tapi tetap dapat digunakan sehari-hari. Terbuat dari titanium anti karat, tahan air, dan tidak meninggalkan noda hijau pada kulit. Dibalut dengan emas 18K, aman untuk kulit sensitif, bebas alergi, dan nyaman dipakai sehari-hari. Cocok untuk menambah pesona elegan dalam setiap aktivitas.

Why Sparklore?
- Menggunakan bahan 100% Stainless Steel & Titanium
- Tidak berkarat dan tidak menghitam
- Aman untuk kulit sensitif atau alergi
- Tidak meninggalkan bekas hijau di tangan
- Cocok dipakai sehari-hari, termasuk saat terkena air
- Warna tahan lama dan tidak mudah pudar","Introducing the Sparklore Bling Pin Bracelet, Half Classy & Modern

[Detail Produk]
Nama Produk : Sparklore Bling Pin Bracelet - Gelang Bling Pin Zircon Sparklore (Waterproof, Anti karat & Anti Menghitam)
Bahan : 
Gold : Batu Zircon & Titanium Lapis Emasi 18k - Gold Plated 18k 
Silver : Batu Zircon & Titanium 
Ukuran Produk/ Panjang Gelang : 14 + 5 cm",20,0,0,FALSE,,,
Bling Pin Bracelet Zircon Gold,bracelet,123499.05,gold,5,"[Perawatan Produk]
1. Penyimpanan : Simpan di tempat yang kering, dan lembut untuk menghindari goresan.
2. Perawatan : Kurangi atau hindari terkena parfum, lotion dan zat kimia lainnya supaya menjaga ketahanan lapisan emas dari waktu ke waktu. 

Gelang tangan Bling Pin menghadirkan keanggunan dengan batu zircon yang mengelilingi setengah gelang dan ditambah rantai pin yang membuat gelang ini classy tapi tetap dapat digunakan sehari-hari. Terbuat dari titanium anti karat, tahan air, dan tidak meninggalkan noda hijau pada kulit. Dibalut dengan emas 18K, aman untuk kulit sensitif, bebas alergi, dan nyaman dipakai sehari-hari. Cocok untuk menambah pesona elegan dalam setiap aktivitas.

Why Sparklore?
- Menggunakan bahan 100% Stainless Steel & Titanium
- Tidak berkarat dan tidak menghitam
- Aman untuk kulit sensitif atau alergi
- Tidak meninggalkan bekas hijau di tangan
- Cocok dipakai sehari-hari, termasuk saat terkena air
- Warna tahan lama dan tidak mudah pudar","Introducing the Sparklore Bling Pin Bracelet, Half Classy & Modern

[Detail Produk]
Nama Produk : Sparklore Bling Pin Bracelet - Gelang Bling Pin Zircon Sparklore (Waterproof, Anti karat & Anti Menghitam)
Bahan : 
Gold : Batu Zircon & Titanium Lapis Emasi 18k - Gold Plated 18k 
Silver : Batu Zircon & Titanium 
Ukuran Produk/ Panjang Gelang : 14 + 5 cm",20,0,0,FALSE,,,
Bling Serut Rose Gold Bracelet,bracelet,132999.05,rose_gold,5,"[Perawatan Produk]
1. Penyimpanan : Simpan di tempat yang kering, dan lembut untuk menghindari goresan.
2. Perawatan : Kurangi atau hindari terkena parfum, lotion dan zat kimia lainnya supaya menjaga ketahanan lapisan emas dari waktu ke waktu. 

Gelang tangan Bling Serut Rose Gold menghadirkan keanggunan dengan batu zircon yang mengelilingi setengah gelang dan ditambah paduan warna rose gold  yang membuat gelang ini classy tapi tetap dapat digunakan sehari-hari. Terbuat dari titanium anti karat, tahan air, dan tidak meninggalkan noda hijau pada kulit. Dibalut dengan emas 18K, aman untuk kulit sensitif, bebas alergi, dan nyaman dipakai sehari-hari. Cocok untuk menambah pesona elegan dalam setiap aktivitas.

Why Sparklore?
- Menggunakan bahan 100% Stainless Steel & Titanium
- Tidak berkarat dan tidak menghitam
- Aman untuk kulit sensitif atau alergi
- Tidak meninggalkan bekas hijau di tangan
- Cocok dipakai sehari-hari, termasuk saat terkena air
- Warna tahan lama dan tidak mudah pudar","Introducing the Sparklore Bling Serut Bracelet, Half Classy & Elegant

[Detail Produk]
Nama Produk : Sparklore Bling Serut Rose Gold Bracelet - Gelang Rose Gold Bling Serut Sparklore (Waterproof, Anti karat & Anti Menghitam)
Bahan : Batu Zircon & Titanium 
Ukuran Produk/ Panjang Gelang : Gelang seut adjustable up to 22 cm",20,0,0,TRUE,,,
Classic Shimmer Gold Bracelet DIY Charm,bracelet,54150,gold,5,"CLASSIC CHAIN BRACELET GOLD COLLECTION 

[Product Description]
Gelang Classic Sparklore dirancang untuk penggunaan sehari-hari maupun acara formal, dengan design chain/ rantai yang modern dan elegan, akan membuat penampilanmu menjadi lebih classy. Desain yang simple membuat kamu juga dapat dengan mudah memadupadankan kalung ini dengan kalung lainnya. Charm dapat dipasang dan dilepas dengan mudah, memungkinkan penyesuaian gaya sesuai kegiatan. Elegan dan fleksibel, sempurna untuk sentuhan personal pada setiap penampilan.

*Kami menyediakan 2 pilihan rantai variasi Classic Shimmer & Classic Serpent . Anda bisa memilih jenis rantai/ chain yang lebih cocok dengan style Anda*

[Product Care]
1. Penyimpanan: Simpan di tempat kering yang dilapisi bahan lembut untuk mencegah goresan.
2. Perawatan : Kurangi atau hindari terkena parfum, lotion dan zat kimia lainnya supaya menjaga ketahanan lapisan emas dari waktu ke waktu. 

Why Sparklore?
- Menggunakan bahan 100% Stainless Steel. & Titanium
- Tidak berkarat dan tidak menghitam.
- Aman untuk kulit sensitif atau alergi. 
- Tidak meninggalkan bekas hijau di tangan
- Cocok dipakai sehari-hari, termasuk saat terkena air.
- Warna tahan lama dan tidak mudah pudar. 
","[Product Detail]
- Bahan: Titanium dilapisi emas 18K  (Waterproof, Anti karat & Anti Menghitam)
- Ukuran/Panjang Rantai/Gelang: 14+5 cm
- Berat: ≈4g

[Paket Hemat] Harga sudah termasuk:  
- 1 pc rantai Gelang Classic (14+5 cm)
- 1 / 2 / 3  pcs charms (bisa dipilih)",20,0,0,TRUE,,,
Classic Serpent Gold Bracelet DIY Charm,bracelet,72200,gold,5,"CLASSIC CHAIN BRACELET GOLD COLLECTION 

[Product Description]
Gelang Classic Sparklore dirancang untuk penggunaan sehari-hari maupun acara formal, dengan design chain/ rantai yang modern dan elegan, akan membuat penampilanmu menjadi lebih classy. Desain yang simple membuat kamu juga dapat dengan mudah memadupadankan kalung ini dengan kalung lainnya. Charm dapat dipasang dan dilepas dengan mudah, memungkinkan penyesuaian gaya sesuai kegiatan. Elegan dan fleksibel, sempurna untuk sentuhan personal pada setiap penampilan.

*Kami menyediakan 2 pilihan rantai variasi Classic Shimmer & Classic Serpent . Anda bisa memilih jenis rantai/ chain yang lebih cocok dengan style Anda*

[Product Care]
1. Penyimpanan: Simpan di tempat kering yang dilapisi bahan lembut untuk mencegah goresan.
2. Perawatan : Kurangi atau hindari terkena parfum, lotion dan zat kimia lainnya supaya menjaga ketahanan lapisan emas dari waktu ke waktu. 

Why Sparklore?
- Menggunakan bahan 100% Stainless Steel. & Titanium
- Tidak berkarat dan tidak menghitam.
- Aman untuk kulit sensitif atau alergi. 
- Tidak meninggalkan bekas hijau di tangan
- Cocok dipakai sehari-hari, termasuk saat terkena air.
- Warna tahan lama dan tidak mudah pudar. 
","[Product Detail]
- Bahan: Titanium dilapisi emas 18K  (Waterproof, Anti karat & Anti Menghitam)
- Ukuran/Panjang Rantai/Gelang: 14+5 cm
- Berat: ≈4g

[Paket Hemat] Harga sudah termasuk:  
- 1 pc rantai Gelang Classic (14+5 cm)
- 1 / 2 / 3  pcs charms (bisa dipilih)",20,0,0,TRUE,,,
Classic Magnet Love Couple Bracelet,bracelet,0,silver,5,,,20,0,0,TRUE,,,
Bling Aura Bracelet Zircon Silver,bracelet,151999.05,silver,5,"[Perawatan Produk]
1. Penyimpanan : Simpan di tempat yang kering, dan lembut untuk menghindari goresan.
2. Perawatan : Kurangi atau hindari terkena parfum, lotion dan zat kimia lainnya supaya menjaga ketahanan lapisan emas dari waktu ke waktu. 

Gelang tangan Bling Aura menghadirkan keanggunan dengan batu zircon yang mengelilingi gelang, memberikan kilauan memukau. Terbuat dari titanium anti karat, tahan air, dan tidak meninggalkan noda hijau pada kulit. Dibalut dengan emas 18K, aman untuk kulit sensitif, bebas alergi, dan nyaman dipakai sehari-hari. Cocok untuk menambah pesona elegan dalam setiap aktivitas.

Why Sparklore?
- Menggunakan bahan 100% Stainless Steel & Titanium
- Tidak berkarat dan tidak menghitam
- Aman untuk kulit sensitif atau alergi
- Tidak meninggalkan bekas hijau di tangan
- Cocok dipakai sehari-hari, termasuk saat terkena air
- Warna tahan lama dan tidak mudah pudar","Introducing the Sparklore Bling Aura Bracelet, a stunning piece designed to elevate your fashion game.

[Detail Produk]
Nama Produk : Sparklore Bling Aura Bracelet - Gelang Bling Aura Zircon Sparklore (Waterproof, Anti karat & Anti Menghitam)
Bahan : 
Gold : Batu Zircon & Titanium Lapis Emasi 18k - Gold Plated 18k 
Silver : Batu Zircon & Titanium 
Ukuran Produk/ Panjang Gelang : 17.5 cm",20,0,0,TRUE,,,
Bling Aura Bracelet Zircon Gold,bracelet,161499.05,gold,5,"[Perawatan Produk]
1. Penyimpanan : Simpan di tempat yang kering, dan lembut untuk menghindari goresan.
2. Perawatan : Kurangi atau hindari terkena parfum, lotion dan zat kimia lainnya supaya menjaga ketahanan lapisan emas dari waktu ke waktu. 

Gelang tangan Bling Aura menghadirkan keanggunan dengan batu zircon yang mengelilingi gelang, memberikan kilauan memukau. Terbuat dari titanium anti karat, tahan air, dan tidak meninggalkan noda hijau pada kulit. Dibalut dengan emas 18K, aman untuk kulit sensitif, bebas alergi, dan nyaman dipakai sehari-hari. Cocok untuk menambah pesona elegan dalam setiap aktivitas.

Why Sparklore?
- Menggunakan bahan 100% Stainless Steel & Titanium
- Tidak berkarat dan tidak menghitam
- Aman untuk kulit sensitif atau alergi
- Tidak meninggalkan bekas hijau di tangan
- Cocok dipakai sehari-hari, termasuk saat terkena air
- Warna tahan lama dan tidak mudah pudar","Introducing the Sparklore Bling Aura Bracelet, a stunning piece designed to elevate your fashion game.

[Detail Produk]
Nama Produk : Sparklore Bling Aura Bracelet - Gelang Bling Aura Zircon Sparklore (Waterproof, Anti karat & Anti Menghitam)
Bahan : 
Gold : Batu Zircon & Titanium Lapis Emasi 18k - Gold Plated 18k 
Silver : Batu Zircon & Titanium 
Ukuran Produk/ Panjang Gelang : 17.5 cm",20,0,0,TRUE,,,
Celestial Bow Bracelet,bracelet,123499.05,silver,5,"[Perawatan Produk]
1.Penyimpanan : Simpan di tempat yang kering, dan lembut untuk menghindari goresan.
2. Perawatan : Kurangi atau hindari terkena parfum, lotion dan zat kimia lainnya supaya menjaga ketahanan dari waktu ke waktu. 

Gelang Celestial Bow Sparklore dengan desain cantik yang kami desain sendiri dan modern dari Titanium anti karat yang tahan air dan tidak meninggalkan noda hijau di kulit. Gelang ini aman untuk kulit sensitif, bebas alergi, dan nyaman digunakan sehari-hari tanpa risiko iritasi. Cocok digunakan sehari-hari maupun untuk acara formal, menambahkan sentuhan elegan pada penampilanmu.

Why Sparklore?
- Menggunakan bahan 100% Stainless Steel & Titanium
- Tidak berkarat dan tidak menghitam
- Aman untuk kulit sensitif atau alergi
- Tidak meninggalkan bekas hijau di tangan
- Cocok dipakai sehari-hari, termasuk saat terkena air
- Warna tahan lama dan tidak mudah pudar","Nama Produk : Sparklore Celestial Bow Bracelet - Gelang Serut Celestial Bow Sparklore 
Bahan : Batu Zircon & Titanium (Waterproof, Anti karat & Anti Menghitam)
Ukuran Produk : Adjustable / Bisa disesuaikan sendiri karena gelang serut",20,0,0,TRUE,,,
